country,year,month,value
Brazil,2023,October,1140
Brazil,2023,November,1045
Brazil,2023,December,840
Brazil,2023,Total,13645
Brazil,2024,January,1315
Brazil,2024,February,875
Brazil,2024,March,1365
Brazil,2024,April,2110
Brazil,2024,May,1360
Brazil,2024,June,850
Brazil,2024,July,1100
Brazil,2024,August,655
Brazil,2024,September,1090
Brazil,2024,October,600
Brazil,2024,November,830
Brazil,2024,December,640
Brazil,2024,Total,12785
Brazil,2025,January,740
Brazil,2025,February,725
Brazil,2025,March,810
Brazil,2025,April,1525
Brazil,2025,May,2285
Brazil,2025,June,1055
Brazil,2025,July,1745
Brazil,2025,August,640
Brazil,2025,September,880
Brazil,2025,October,1070
Brazil,2025,November,1315
Brazil,2025,December,970
Brazil,2025,Total,13760
Brazil,2026,January,1375
Brazil,2026,February,1455
Brazil,2026,March,1830
Brazil,2026,April,1965
Brazil,2026,May,2055
Brazil,2026,Total,8675
Brunei,2023,January,0
Brunei,2023,February,0
Brunei,2023,March,0
Brunei,2023,April,0
Brunei,2023,May,
Brunei,2023,June,
Brunei,2023,July,0
Brunei,2023,August,
Brunei,2023,September,0
Brunei,2023,October,0
Brunei,2023,November,0
Brunei,2023,December,0
Brunei,2023,Total,5
Brunei,2024,January,0
Brunei,2024,February,0
Brunei,2024,March,0
Brunei,2024,April,
Brunei,2024,May,0
Brunei,2024,June,0
Brunei,2024,July,0
Brunei,2024,August,0
Brunei,2024,September,0
Brunei,2024,October,0
Brunei,2024,November,0
Brunei,2024,December,0
Brunei,2024,Total,
Brunei,2025,January,5
Brunei,2025,February,
Brunei,2025,March,0
Brunei,2025,April,0
Brunei,2025,May,0
Brunei,2025,June,0
Brunei,2025,July,0
Brunei,2025,August,0
Brunei,2025,September,0
Brunei,2025,October,0
Brunei,2025,November,0
Brunei,2025,December,
Brunei,2025,Total,10
Brunei,2026,January,0
Brunei,2026,February,0
Brunei,2026,March,0
Brunei,2026,April,
Brunei,2026,May,
Brunei,2026,Total,
Bulgaria,2023,January,
Bulgaria,2023,February,0
Bulgaria,2023,March,0
Bulgaria,2023,April,
Bulgaria,2023,May,
Bulgaria,2023,June,0
Bulgaria,2023,July,
Bulgaria,2023,August,
Bulgaria,2023,September,0
Bulgaria,2023,October,
Bulgaria,2023,November,0
Bulgaria,2023,December,0
Bulgaria,2023,Total,10
Bulgaria,2024,January,
Bulgaria,2024,February,0
Bulgaria,2024,March,
Bulgaria,2024,April,0
Bulgaria,2024,May,0
Bulgaria,2024,June,0
Bulgaria,2024,July,0
Bulgaria,2024,August,
Bulgaria,2024,September,0
Bulgaria,2024,October,0
Bulgaria,2024,November,0
Bulgaria,2024,December,0
Bulgaria,2024,Total,5
Bulgaria,2025,January,
Bulgaria,2025,February,0
Bulgaria,2025,March,0
Bulgaria,2025,April,0
Bulgaria,2025,May,0
Bulgaria,2025,June,0
Bulgaria,2025,July,0
Bulgaria,2025,August,
Bulgaria,2025,September,
Bulgaria,2025,October,
Bulgaria,2025,November,0
Bulgaria,2025,December,
Bulgaria,2025,Total,10
Bulgaria,2026,January,0
Bulgaria,2026,February,0
Bulgaria,2026,March,
Bulgaria,2026,April,0
Bulgaria,2026,May,0
Bulgaria,2026,Total,
Burkina-Faso,2023,January,145
Burkina-Faso,2023,February,95
Burkina-Faso,2023,March,115
Burkina-Faso,2023,April,360
Burkina-Faso,2023,May,295
Burkina-Faso,2023,June,225
Burkina-Faso,2023,July,175
Burkina-Faso,2023,August,105
Burkina-Faso,2023,September,125
Burkina-Faso,2023,October,130
Burkina-Faso,2023,November,150
Burkina-Faso,2023,December,225
Burkina-Faso,2023,Total,2150
Burkina-Faso,2024,January,170
Burkina-Faso,2024,February,380
Burkina-Faso,2024,March,325
Burkina-Faso,2024,April,225
Burkina-Faso,2024,May,175
Burkina-Faso,2024,June,205
Burkina-Faso,2024,July,235
Burkina-Faso,2024,August,110
Burkina-Faso,2024,September,215
Burkina-Faso,2024,October,150
Burkina-Faso,2024,November,170
Burkina-Faso,2024,December,120
Burkina-Faso,2024,Total,2485
Burkina-Faso,2025,January,80
Burkina-Faso,2025,February,95
Burkina-Faso,2025,March,75
Burkina-Faso,2025,April,80
Burkina-Faso,2025,May,185
Burkina-Faso,2025,June,190
Burkina-Faso,2025,July,120
Burkina-Faso,2025,August,95
Burkina-Faso,2025,September,100
Burkina-Faso,2025,October,190
Burkina-Faso,2025,November,140
Burkina-Faso,2025,December,105
Burkina-Faso,2025,Total,1460
Burkina-Faso,2026,January,125
Burkina-Faso,2026,February,155
Burkina-Faso,2026,March,160
Burkina-Faso,2026,April,195
Burkina-Faso,2026,May,155
Burkina-Faso,2026,Total,795
Burundi,2023,January,20
Burundi,2023,February,10
Burundi,2023,March,25
Burundi,2023,April,520
Burundi,2023,May,175
Burundi,2023,June,65
Burundi,2023,July,30
Burundi,2023,August,155
Burundi,2023,September,65
Burundi,2023,October,140
Burundi,2023,November,100
Burundi,2023,December,25
Burundi,2023,Total,1335
Burundi,2024,January,45
Burundi,2024,February,70
Burundi,2024,March,50
Burundi,2024,April,35
Burundi,2024,May,60
Burundi,2024,June,20
Burundi,2024,July,25
Burundi,2024,August,20
Burundi,2024,September,25
Burundi,2024,October,10
Burundi,2024,November,50
Burundi,2024,December,20
Burundi,2024,Total,425
Burundi,2025,January,25
Burundi,2025,February,20
Burundi,2025,March,5
Burundi,2025,April,15
Burundi,2025,May,20
Burundi,2025,June,20
Burundi,2025,July,20
Burundi,2025,August,20
Burundi,2025,September,10
Burundi,2025,October,25
Burundi,2025,November,85
Burundi,2025,December,20
Burundi,2025,Total,285
Burundi,2026,January,30
Burundi,2026,February,40
Burundi,2026,March,35
Burundi,2026,April,40
Burundi,2026,May,40
Burundi,2026,Total,180
Cambodia,2023,January,85
Cambodia,2023,February,110
Cambodia,2023,March,160
Cambodia,2023,April,130
Cambodia,2023,May,140
Cambodia,2023,June,170
Cambodia,2023,July,210
Cambodia,2023,August,145
Cambodia,2023,September,175
Cambodia,2023,October,160
Cambodia,2023,November,150
Cambodia,2023,December,150
Cambodia,2023,Total,1785
Cambodia,2024,January,180
Cambodia,2024,February,180
Cambodia,2024,March,165
Cambodia,2024,April,265
Cambodia,2024,May,205
Cambodia,2024,June,225
Cambodia,2024,July,285
Cambodia,2024,August,180
Cambodia,2024,September,280
Cambodia,2024,October,165
Cambodia,2024,November,130
Cambodia,2024,December,205
Cambodia,2024,Total,2470
Cambodia,2025,January,115
Cambodia,2025,February,125
Cambodia,2025,March,280
Cambodia,2025,April,175
Cambodia,2025,May,205
Cambodia,2025,June,230
Cambodia,2025,July,110
Cambodia,2025,August,210
Cambodia,2025,September,150
Cambodia,2025,October,155
Cambodia,2025,November,115
Cambodia,2025,December,125
Cambodia,2025,Total,1995
Cambodia,2026,January,190
Cambodia,2026,February,155
Cambodia,2026,March,240
Cambodia,2026,April,155
Cambodia,2026,May,115
Cambodia,2026,Total,855
Cape Verde Islands,2023,January,
Cape Verde Islands,2023,February,
Cape Verde Islands,2023,March,
Cape Verde Islands,2023,April,
Cape Verde Islands,2023,May,
Cape Verde Islands,2023,June,
Cape Verde Islands,2023,July,
Cape Verde Islands,2023,August,
Cape Verde Islands,2023,September,
Cape Verde Islands,2023,October,0
Cape Verde Islands,2023,November,
Cape Verde Islands,2023,December,
Cape Verde Islands,2023,Total,20
Cape Verde Islands,2024,January,
Cape Verde Islands,2024,February,0
Cape Verde Islands,2024,March,0
Cape Verde Islands,2024,April,
Cape Verde Islands,2024,May,0
Cape Verde Islands,2024,June,0
Cape Verde Islands,2024,July,0
Cape Verde Islands,2024,August,
Cape Verde Islands,2024,September,5
Cape Verde Islands,2024,October,0
Cape Verde Islands,2024,November,
Cape Verde Islands,2024,December,
Cape Verde Islands,2024,Total,15
Cape Verde Islands,2025,January,0
Cape Verde Islands,2025,February,
Cape Verde Islands,2025,March,
Cape Verde Islands,2025,April,0
Cape Verde Islands,2025,May,5
Cape Verde Islands,2025,June,
Cape Verde Islands,2025,July,
Cape Verde Islands,2025,August,0
Cape Verde Islands,2025,September,
Cape Verde Islands,2025,October,0
Cape Verde Islands,2025,November,0
Cape Verde Islands,2025,December,0
Cape Verde Islands,2025,Total,20
Cape Verde Islands,2026,January,
Cape Verde Islands,2026,February,
Cape Verde Islands,2026,March,0
Cape Verde Islands,2026,April,
Cape Verde Islands,2026,May,
Cape Verde Islands,2026,Total,5
Cayman Islands,2023,January,0
Cayman Islands,2023,February,0
Cayman Islands,2023,March,0
Cayman Islands,2023,April,0
Cayman Islands,2023,May,0
Cayman Islands,2023,June,0
Cayman Islands,2023,July,0
Cayman Islands,2023,August,0
Cayman Islands,2023,September,0
Cayman Islands,2023,October,0
Cayman Islands,2023,November,0
Cayman Islands,2023,December,0
Cayman Islands,2023,Total,0
Cayman Islands,2024,January,0
Cayman Islands,2024,February,0
Cayman Islands,2024,March,0
Cayman Islands,2024,April,0
Cayman Islands,2024,May,0
Cayman Islands,2024,June,0
Cayman Islands,2024,July,0
Cayman Islands,2024,August,0
Cayman Islands,2024,September,0
Cayman Islands,2024,October,0
Cayman Islands,2024,November,0
Cayman Islands,2024,December,0
Cayman Islands,2024,Total,0
Cayman Islands,2025,January,0
Cayman Islands,2025,February,0
Cayman Islands,2025,March,0
Cayman Islands,2025,April,
Cayman Islands,2025,May,0
Cayman Islands,2025,June,0
Cayman Islands,2025,July,0
Cayman Islands,2025,August,0
Cayman Islands,2025,September,0
Cayman Islands,2025,October,0
Cayman Islands,2025,November,0
Cayman Islands,2025,December,0
Cayman Islands,2025,Total,
Cayman Islands,2026,January,0
Cayman Islands,2026,February,0
Cayman Islands,2026,March,0
Cayman Islands,2026,April,0
Cayman Islands,2026,May,0
Cayman Islands,2026,Total,0
Central African Republic,2023,January,0
Central African Republic,2023,February,
Central African Republic,2023,March,5
Central African Republic,2023,April,45
Central African Republic,2023,May,10
Central African Republic,2023,June,
Central African Republic,2023,July,
Central African Republic,2023,August,10
Central African Republic,2023,September,
Central African Republic,2023,October,10
Central African Republic,2023,November,
Central African Republic,2023,December,0
Central African Republic,2023,Total,90
Central African Republic,2024,January,
Central African Republic,2024,February,10
Central African Republic,2024,March,5
Central African Republic,2024,April,10
Central African Republic,2024,May,
Central African Republic,2024,June,
Central African Republic,2024,July,10
Central African Republic,2024,August,
Central African Republic,2024,September,5
Central African Republic,2024,October,5
Central African Republic,2024,November,
Central African Republic,2024,December,5
Central African Republic,2024,Total,75
Central African Republic,2025,January,
Central African Republic,2025,February,0
Central African Republic,2025,March,5
Central African Republic,2025,April,5
Central African Republic,2025,May,10
Central African Republic,2025,June,10
Central African Republic,2025,July,
Central African Republic,2025,August,5
Central African Republic,2025,September,10
Central African Republic,2025,October,0
Central African Republic,2025,November,5
Central African Republic,2025,December,
Central African Republic,2025,Total,60
Central African Republic,2026,January,
Central African Republic,2026,February,10
Central African Republic,2026,March,
Central African Republic,2026,April,5
Central African Republic,2026,May,5
Central African Republic,2026,Total,30
"Chad, Republic of",2023,January,10
"Chad, Republic of",2023,February,10
"Chad, Republic of",2023,March,20
"Chad, Republic of",2023,April,195
"Chad, Republic of",2023,May,45
"Chad, Republic of",2023,June,20
"Chad, Republic of",2023,July,25
"Chad, Republic of",2023,August,20
"Chad, Republic of",2023,September,15
"Chad, Republic of",2023,October,15
"Chad, Republic of",2023,November,35
"Chad, Republic of",2023,December,15
"Chad, Republic of",2023,Total,425
"Chad, Republic of",2024,January,25
"Chad, Republic of",2024,February,10
"Chad, Republic of",2024,March,20
"Chad, Republic of",2024,April,20
"Chad, Republic of",2024,May,25
"Chad, Republic of",2024,June,10
"Chad, Republic of",2024,July,15
"Chad, Republic of",2024,August,15
"Chad, Republic of",2024,September,15
"Chad, Republic of",2024,October,15
"Chad, Republic of",2024,November,10
"Chad, Republic of",2024,December,5
"Chad, Republic of",2024,Total,180
"Chad, Republic of",2025,January,20
"Chad, Republic of",2025,February,10
"Chad, Republic of",2025,March,5
"Chad, Republic of",2025,April,15
"Chad, Republic of",2025,May,45
"Chad, Republic of",2025,June,15
"Chad, Republic of",2025,July,10
"Chad, Republic of",2025,August,10
"Chad, Republic of",2025,September,25
"Chad, Republic of",2025,October,15
"Chad, Republic of",2025,November,15
"Chad, Republic of",2025,December,5
"Chad, Republic of",2025,Total,195
"Chad, Republic of",2026,January,15
"Chad, Republic of",2026,February,30
"Chad, Republic of",2026,March,15
"Chad, Republic of",2026,April,15
"Chad, Republic of",2026,May,25
"Chad, Republic of",2026,Total,100
Chile,2023,January,0
Chile,2023,February,
Chile,2023,March,5
Chile,2023,April,0
Chile,2023,May,
Chile,2023,June,5
Chile,2023,July,5
Chile,2023,August,
Chile,2023,September,
Chile,2023,October,5
Chile,2023,November,
Chile,2023,December,5
Chile,2023,Total,45
Chile,2024,January,
Chile,2024,February,5
Chile,2024,March,0
Chile,2024,April,10
Chile,2024,May,
Chile,2024,June,
Chile,2024,July,0
Chile,2024,August,0
Chile,2024,September,0
Chile,2024,October,0
Chile,2024,November,
Chile,2024,December,0
Chile,2024,Total,20
Chile,2025,January,5
Chile,2025,February,0
Chile,2025,March,
Chile,2025,April,
Chile,2025,May,5
Chile,2025,June,
Chile,2025,July,5
Chile,2025,August,0
Chile,2025,September,
Chile,2025,October,0
Chile,2025,November,0
Chile,2025,December,
Chile,2025,Total,25
Chile,2026,January,
Chile,2026,February,10
Chile,2026,March,
Chile,2026,April,0
Chile,2026,May,0
Chile,2026,Total,15
Colombia,2023,January,1430
Colombia,2023,February,2425
Colombia,2023,March,2575
Colombia,2023,April,1630
Colombia,2023,May,3310
Colombia,2023,June,3430
Colombia,2023,July,3915
Colombia,2023,August,3365
Colombia,2023,September,2820
Colombia,2023,October,4565
Colombia,2023,November,3535
Colombia,2023,December,2760
Colombia,2023,Total,35760
Colombia,2024,January,2945
Colombia,2024,February,3665
Colombia,2024,March,3880
Colombia,2024,April,4645
Colombia,2024,May,4620
Colombia,2024,June,3355
Colombia,2024,July,4070
Colombia,2024,August,2940
Colombia,2024,September,2800
Colombia,2024,October,3760
Colombia,2024,November,2900
Colombia,2024,December,2325
Colombia,2024,Total,41910
Colombia,2025,January,2890
Colombia,2025,February,3185
Colombia,2025,March,3230
Colombia,2025,April,3555
Colombia,2025,May,3725
Colombia,2025,June,2855
Colombia,2025,July,4120
Colombia,2025,August,4340
Colombia,2025,September,3500
Colombia,2025,October,2790
Colombia,2025,November,3425
Colombia,2025,December,2980
Colombia,2025,Total,40590
Colombia,2026,January,3230
Colombia,2026,February,4185
Colombia,2026,March,4670
Colombia,2026,April,4960
Colombia,2026,May,5910
Colombia,2026,Total,22950
Commonwealth of the Northern Mariana Islands,2023,January,0
Commonwealth of the Northern Mariana Islands,2023,February,0
Commonwealth of the Northern Mariana Islands,2023,March,0
Commonwealth of the Northern Mariana Islands,2023,April,0
Commonwealth of the Northern Mariana Islands,2023,May,0
Commonwealth of the Northern Mariana Islands,2023,June,0
Commonwealth of the Northern Mariana Islands,2023,July,
Commonwealth of the Northern Mariana Islands,2023,August,0
Commonwealth of the Northern Mariana Islands,2023,September,0
Commonwealth of the Northern Mariana Islands,2023,October,0
Commonwealth of the Northern Mariana Islands,2023,November,0
Commonwealth of the Northern Mariana Islands,2023,December,0
Commonwealth of the Northern Mariana Islands,2023,Total,
Commonwealth of the Northern Mariana Islands,2024,January,
Commonwealth of the Northern Mariana Islands,2024,February,0
Commonwealth of the Northern Mariana Islands,2024,March,0
Commonwealth of the Northern Mariana Islands,2024,April,0
Commonwealth of the Northern Mariana Islands,2024,May,0
Commonwealth of the Northern Mariana Islands,2024,June,0
Commonwealth of the Northern Mariana Islands,2024,July,0
Commonwealth of the Northern Mariana Islands,2024,August,0
Commonwealth of the Northern Mariana Islands,2024,September,0
Commonwealth of the Northern Mariana Islands,2024,October,0
Commonwealth of the Northern Mariana Islands,2024,November,0
Commonwealth of the Northern Mariana Islands,2024,December,0
Commonwealth of the Northern Mariana Islands,2024,Total,
Commonwealth of the Northern Mariana Islands,2025,January,0
Commonwealth of the Northern Mariana Islands,2025,February,0
Commonwealth of the Northern Mariana Islands,2025,March,0
Commonwealth of the Northern Mariana Islands,2025,April,0
Commonwealth of the Northern Mariana Islands,2025,May,0
Commonwealth of the Northern Mariana Islands,2025,June,0
Commonwealth of the Northern Mariana Islands,2025,July,0
